user_id,tag_1,tag_2,tag_3,tag_4,tag_5,num_trajectories,num_stay_points,num_clusters
user_1,leisure-swimming_pool: 4,amenity-hospital: 2,amenity-community_centre: 1,,,15,121,3
user_2,,,,,,10,73,1
user_3,shop-supermarket: 1,amenity-hospital: 1,amenity-fast_food: 1,leisure-park: 1,amenity-school: 1,16,175,3
user_4,,,,,,8,30,0
user_5,amenity-university: 2,historic-monument: 2,amenity-cafe: 2,amenity-restaurant: 2,tourism-museum: 2,137,665,10
user_6,amenity-hospital: 2,amenity-community_centre: 1,,,,12,70,2
user_7,office-university: 3,amenity-university: 1,amenity-school: 1,,,12,91,3
user_8,natural-wood: 1,,,,,5,40,1
user_9,leisure-park: 1,,,,,14,122,2
user_10,office-university: 12,amenity-fast_food: 7,amenity-pub: 6,shop-hairdresser: 6,amenity-university: 5,39,312,9
user_11,tourism-artwork: 5,historic-memorial: 2,amenity-restaurant: 1,,,32,159,4
user_12,tourism-museum: 2,amenity-cafe: 2,amenity-townhall: 1,historic-memorial: 1,tourism-artwork: 1,33,217,3
user_13,amenity-hospital: 2,,,,,67,270,3
user_14,amenity-place_of_worship: 2,amenity-hospital: 2,office-bank: 1,natural-wood: 1,,74,331,3
user_15,amenity-fast_food: 5,office-university: 4,amenity-pub: 4,shop-hairdresser: 2,amenity-restaurant: 2,96,594,7
user_16,amenity-university: 1,amenity-kindergarten: 1,leisure-pitch: 1,,,44,179,6
user_17,amenity-place_of_worship: 1,,,,,23,51,2
user_18,natural-wood: 1,,,,,9,56,2
user_19,amenity-fast_food: 1,amenity-university: 1,,,,49,316,4
user_20,amenity-hospital: 1,,,,,15,117,1
user_21,leisure-park: 2,,,,,17,102,5
user_22,leisure-park: 1,leisure-playground: 1,,,,17,134,3
user_23,amenity-cafe: 6,leisure-park: 2,amenity-pub: 2,amenity-embassy: 1,amenity-community_centre: 1,33,262,7
user_24,shop-hairdresser: 3,leisure-garden: 1,natural-wood: 1,leisure-park: 1,leisure-sports_centre: 1,147,552,9
user_25,shop-supermarket: 1,amenity-school: 1,,,,109,494,5
user_26,,,,,,27,87,2
user_27,amenity-school: 2,leisure-garden: 2,amenity-university: 2,leisure-park: 1,leisure-playground: 1,61,257,7
user_28,leisure-park: 4,leisure-playground: 1,amenity-pharmacy: 1,amenity-pub: 1,amenity-university: 1,25,264,8
user_29,amenity-restaurant: 8,amenity-university: 7,amenity-pub: 6,leisure-park: 5,amenity-cafe: 5,216,1182,21
user_30,leisure-sports_centre: 2,,,,,17,98,3
user_31,amenity-cafe: 3,shop-supermarket: 2,tourism-museum: 2,amenity-bar: 2,amenity-fast_food: 2,146,535,6
user_32,office-university: 15,amenity-theatre: 3,amenity-university: 2,amenity-pub: 2,amenity-place_of_worship: 2,183,1440,9
user_33,office-university: 2,amenity-university: 1,,,,40,159,2
user_34,tourism-artwork: 14,leisure-sports_centre: 5,tourism-museum: 3,amenity-fast_food: 3,amenity-pub: 2,366,2350,28
user_35,historic-monument: 3,amenity-arts_centre: 2,leisure-swimming_pool: 1,leisure-playground: 1,leisure-pitch: 1,49,345,5
user_36,leisure-swimming_pool: 2,,,,,7,63,1
user_37,,,,,,20,109,1
user_38,leisure-sports_centre: 3,shop-furniture: 1,amenity-pub: 1,amenity-restaurant: 1,amenity-cafe: 1,156,309,5
user_39,amenity-university: 3,historic-monument: 2,amenity-cafe: 2,leisure-garden: 1,amenity-arts_centre: 1,48,339,4
user_40,amenity-school: 1,amenity-restaurant: 1,,,,15,137,2
user_41,leisure-pitch: 3,leisure-park: 2,leisure-garden: 2,historic-monument: 2,amenity-university: 1,47,244,5
user_42,amenity-marketplace: 6,shop-bakery: 5,amenity-restaurant: 4,shop-convenience: 4,shop-confectionery: 2,440,1709,18
user_43,leisure-park: 3,amenity-restaurant: 3,amenity-bar: 2,amenity-cafe: 2,amenity-embassy: 1,136,781,13
user_44,leisure-garden: 3,leisure-park: 2,amenity-bar: 2,amenity-restaurant: 2,amenity-university: 1,47,324,8
user_45,leisure-park: 1,leisure-playground: 1,,,,46,356,2
user_46,tourism-artwork: 3,tourism-museum: 2,leisure-marina: 1,amenity-park: 1,leisure-park: 1,30,144,3
user_47,amenity-marketplace: 6,shop-convenience: 5,shop-bakery: 4,shop-hardware: 3,shop-hairdresser: 3,38,339,8
user_48,amenity-restaurant: 10,amenity-cafe: 6,amenity-bank: 3,amenity-ice_cream: 3,amenity-pharmacy: 3,39,260,9
user_49,office-university: 3,amenity-university: 1,leisure-sports_centre: 1,,,116,372,3
user_50,leisure-park: 2,tourism-attraction: 1,amenity-cafe: 1,amenity-theatre: 1,amenity-restaurant: 1,29,178,5
user_51,amenity-restaurant: 15,amenity-cafe: 2,amenity-fast_food: 2,leisure-sports_centre: 2,amenity-nightclub: 2,130,845,13
user_52,leisure-pitch: 2,leisure-swimming_pool: 1,amenity-bar: 1,amenity-cafe: 1,shop-beauty: 1,39,214,5
user_53,amenity-pub: 1,,,,,71,193,2
user_54,amenity-bar: 5,amenity-cafe: 5,amenity-university: 5,leisure-garden: 5,amenity-fast_food: 3,163,981,12
user_55,amenity-cafe: 7,amenity-university: 5,amenity-restaurant: 5,amenity-fast_food: 4,amenity-bar: 3,207,1608,25
user_56,amenity-cafe: 2,leisure-pitch: 1,amenity-bank: 1,amenity-pharmacy: 1,,77,971,6
user_57,leisure-park: 5,shop-confectionery: 4,amenity-cafe: 4,amenity-restaurant: 3,amenity-pharmacy: 3,228,1519,23
user_58,shop-supermarket: 1,leisure-park: 1,,,,98,402,5
user_59,historic-memorial: 2,leisure-park: 1,leisure-pitch: 1,amenity-place_of_worship: 1,amenity-kindergarten: 1,82,506,8
user_60,amenity-university: 6,leisure-garden: 5,amenity-bar: 5,leisure-park: 4,amenity-cafe: 4,110,821,16
user_61,,,,,,17,58,1
user_62,leisure-park: 2,amenity-community_centre: 1,,,,31,139,3
user_63,shop-supermarket: 2,leisure-park: 1,leisure-pitch: 1,natural-wood: 1,tourism-attraction: 1,122,786,6
user_64,amenity-fast_food: 2,leisure-sports_centre: 1,leisure-swimming_pool: 1,amenity-cafe: 1,amenity-college: 1,113,431,6
user_65,amenity-restaurant: 1,amenity-hospital: 1,historic-castle: 1,leisure-park: 1,amenity-police: 1,74,630,11
user_66,amenity-marketplace: 5,shop-hairdresser: 3,amenity-bar: 3,amenity-place_of_worship: 2,amenity-restaurant: 2,73,776,8
user_67,shop-supermarket: 3,natural-wood: 1,amenity-hospital: 1,leisure-sports_centre: 1,leisure-pitch: 1,122,350,7
user_68,amenity-restaurant: 11,amenity-cafe: 9,leisure-garden: 4,historic-memorial: 3,amenity-place_of_worship: 3,179,2028,21
user_69,office-university: 10,amenity-restaurant: 8,shop-hairdresser: 6,amenity-university: 5,amenity-fast_food: 3,190,634,10
user_70,amenity-fast_food: 16,shop-supermarket: 11,amenity-place_of_worship: 8,amenity-cafe: 8,amenity-restaurant: 7,364,2289,31
user_71,amenity-fast_food: 5,amenity-kindergarten: 2,shop-convenience: 2,shop-hairdresser: 2,amenity-school: 1,23,129,3
user_72,amenity-bar: 4,office-university: 3,amenity-university: 2,amenity-fast_food: 2,amenity-bank: 1,83,397,6
user_73,amenity-restaurant: 3,amenity-cafe: 3,historic-memorial: 3,amenity-fast_food: 3,shop-supermarket: 2,224,1791,23
user_74,amenity-restaurant: 6,amenity-cafe: 3,shop-convenience: 2,historic-archaeological_site: 2,historic-monument: 1,56,390,8
user_75,,,,,,54,327,2
user_76,amenity-fast_food: 4,amenity-school: 2,shop-convenience: 2,tourism-artwork: 2,amenity-college: 1,40,278,5
user_77,amenity-bank: 2,shop-hairdresser: 1,amenity-bar: 1,amenity-restaurant: 1,amenity-pub: 1,12,59,3
user_78,leisure-park: 1,leisure-pitch: 1,leisure-sports_centre: 1,amenity-place_of_worship: 1,amenity-kindergarten: 1,90,631,9
user_79,tourism-artwork: 13,amenity-cafe: 10,amenity-restaurant: 8,amenity-pub: 5,shop-beauty: 5,345,1744,18
user_80,natural-wood: 2,amenity-university: 2,leisure-pitch: 1,tourism-museum: 1,shop-furniture: 1,35,186,5
user_81,amenity-cafe: 1,,,,,27,199,3
user_82,leisure-park: 1,leisure-garden: 1,,,,23,127,3
user_83,amenity-school: 3,leisure-park: 2,amenity-cafe: 1,amenity-restaurant: 1,leisure-stadium: 1,123,788,14
user_84,amenity-school: 6,amenity-hospital: 4,leisure-swimming_pool: 2,shop-supermarket: 2,amenity-place_of_worship: 1,218,1192,14
user_85,amenity-school: 11,leisure-garden: 10,amenity-restaurant: 9,leisure-pitch: 7,leisure-park: 7,491,2793,53
user_86,shop-supermarket: 4,amenity-cafe: 3,amenity-bar: 2,amenity-pharmacy: 2,leisure-park: 2,337,2004,24
user_87,amenity-restaurant: 23,amenity-fast_food: 10,amenity-cafe: 8,amenity-bank: 3,shop-beauty: 3,383,1592,11
user_88,amenity-university: 6,leisure-sports_centre: 3,leisure-park: 1,amenity-bank: 1,amenity-food_court: 1,35,362,9
user_89,amenity-restaurant: 14,amenity-cafe: 6,amenity-fast_food: 5,tourism-artwork: 3,amenity-pub: 2,115,444,10
user_90,leisure-park: 3,leisure-playground: 2,shop-supermarket: 1,amenity-place_of_worship: 1,amenity-kindergarten: 1,82,659,11
user_91,,,,,,73,94,0
user_92,amenity-fast_food: 14,amenity-cafe: 13,tourism-artwork: 12,amenity-restaurant: 8,shop-beauty: 5,141,569,11
user_93,amenity-restaurant: 3,amenity-school: 2,amenity-bar: 2,shop-supermarket: 1,leisure-park: 1,49,588,14
user_94,amenity-school: 1,amenity-place_of_worship: 1,amenity-police: 1,,,30,286,6
user_95,leisure-park: 3,amenity-ice_cream: 1,amenity-restaurant: 1,amenity-fast_food: 1,leisure-playground: 1,52,265,6
user_96,leisure-pitch: 1,leisure-sports_centre: 1,amenity-place_of_worship: 1,amenity-theatre: 1,,78,962,11
user_97,leisure-garden: 5,leisure-park: 4,leisure-sports_centre: 3,tourism-artwork: 3,amenity-cafe: 2,208,848,14
user_98,historic-memorial: 1,,,,,90,149,3
user_99,amenity-restaurant: 9,amenity-cafe: 8,shop-hairdresser: 3,leisure-park: 2,amenity-bar: 2,237,1217,22
user_100,office-university: 3,amenity-school: 2,amenity-pub: 1,amenity-university: 1,leisure-fitness_centre: 1,47,511,12
user_101,amenity-bank: 2,shop-supermarket: 1,leisure-park: 1,amenity-townhall: 1,amenity-pub: 1,68,402,4
user_102,leisure-pitch: 6,leisure-garden: 2,amenity-bank: 1,tourism-museum: 1,leisure-park: 1,156,1170,19
user_103,amenity-cafe: 2,amenity-place_of_worship: 1,amenity-restaurant: 1,,,48,252,4
user_104,leisure-park: 2,leisure-playground: 2,shop-convenience: 2,amenity-place_of_worship: 1,tourism-attraction: 1,19,281,3
user_105,amenity-marketplace: 5,amenity-university: 1,,,,61,484,8
user_106,leisure-garden: 85,shop-hairdresser: 4,amenity-school: 3,shop-convenience: 2,amenity-restaurant: 2,370,1928,18
user_107,amenity-restaurant: 9,shop-bakery: 6,shop-hairdresser: 6,amenity-marketplace: 5,amenity-bar: 4,127,928,10
user_108,leisure-park: 3,leisure-playground: 2,natural-wood: 2,office-university: 2,shop-supermarket: 1,79,240,4
user_109,amenity-place_of_worship: 1,amenity-pub: 1,,,,57,445,3
user_110,amenity-place_of_worship: 2,amenity-pharmacy: 2,amenity-school: 1,amenity-park: 1,leisure-park: 1,298,1213,8
user_111,amenity-fast_food: 7,shop-supermarket: 5,amenity-pharmacy: 3,amenity-place_of_worship: 2,leisure-playground: 1,388,1978,16
user_112,leisure-nature_reserve: 1,leisure-park: 1,amenity-school: 1,,,75,432,6
user_113,shop-supermarket: 3,amenity-place_of_worship: 3,amenity-fast_food: 2,amenity-school: 2,shop-bakery: 1,160,939,16
user_114,amenity-hospital: 5,amenity-school: 3,amenity-courthouse: 1,shop-hairdresser: 1,historic-memorial: 1,78,711,9
user_115,leisure-park: 5,shop-supermarket: 4,amenity-school: 4,amenity-place_of_worship: 3,tourism-artwork: 1,305,2504,25
user_116,amenity-restaurant: 14,amenity-bank: 11,amenity-fast_food: 10,amenity-cafe: 8,amenity-pub: 7,347,3232,46
user_117,office-university: 4,amenity-restaurant: 2,amenity-university: 2,leisure-park: 2,leisure-fitness_centre: 1,60,325,6
user_118,office-university: 4,leisure-park: 4,amenity-university: 2,amenity-theatre: 2,natural-wood: 2,51,364,6
user_119,amenity-school: 5,amenity-place_of_worship: 1,leisure-park: 1,amenity-kindergarten: 1,amenity-nightclub: 1,42,445,7
user_120,shop-furniture: 1,amenity-place_of_worship: 1,shop-convenience: 1,,,97,988,9
user_121,amenity-cafe: 5,amenity-restaurant: 4,amenity-fast_food: 4,amenity-school: 2,shop-supermarket: 1,189,649,8
user_122,amenity-fast_food: 9,shop-supermarket: 3,shop-confectionery: 3,shop-convenience: 3,amenity-pharmacy: 3,249,1163,10
user_123,amenity-fast_food: 5,amenity-place_of_worship: 3,amenity-restaurant: 3,shop-convenience: 3,shop-supermarket: 3,245,1771,18
user_124,amenity-place_of_worship: 2,shop-supermarket: 1,amenity-college: 1,shop-car_repair: 1,,96,544,5
user_125,amenity-place_of_worship: 3,leisure-playground: 2,amenity-casino: 1,leisure-fitness_centre: 1,amenity-bar: 1,96,556,10
user_126,,,,,,154,238,1
user_127,leisure-garden: 18,amenity-school: 2,amenity-pub: 1,leisure-playground: 1,leisure-park: 1,158,1397,7
user_128,amenity-school: 3,leisure-park: 3,natural-wood: 1,shop-supermarket: 1,amenity-fast_food: 1,105,637,12
user_129,amenity-restaurant: 11,amenity-cafe: 11,amenity-fast_food: 9,amenity-embassy: 7,shop-beauty: 5,233,573,10
user_130,leisure-garden: 9,amenity-school: 1,amenity-cafe: 1,shop-convenience: 1,,106,534,6
user_131,amenity-restaurant: 15,amenity-fast_food: 8,amenity-place_of_worship: 6,amenity-school: 5,amenity-pub: 4,301,1178,26
user_132,amenity-restaurant: 29,amenity-cafe: 9,shop-beauty: 8,amenity-pub: 7,shop-hairdresser: 6,299,1084,20
user_133,amenity-school: 3,leisure-park: 2,leisure-pitch: 1,leisure-sports_centre: 1,amenity-kindergarten: 1,61,303,11
user_134,amenity-school: 1,amenity-place_of_worship: 1,amenity-hospital: 1,amenity-doctors: 1,,52,358,3
user_135,leisure-pitch: 4,amenity-hospital: 3,amenity-fast_food: 3,amenity-school: 2,amenity-cafe: 1,110,546,11
user_136,amenity-fast_food: 7,amenity-pharmacy: 4,shop-convenience: 3,shop-hairdresser: 2,amenity-ice_cream: 2,127,868,15
user_137,leisure-park: 3,amenity-fast_food: 2,amenity-school: 1,leisure-pitch: 1,amenity-place_of_worship: 1,87,514,8
user_138,amenity-fast_food: 3,amenity-park: 2,leisure-park: 2,shop-hairdresser: 2,shop-convenience: 2,157,813,6
user_139,amenity-pub: 7,amenity-cafe: 4,amenity-place_of_worship: 3,amenity-bank: 2,amenity-nightclub: 2,183,1110,24
user_140,amenity-restaurant: 17,amenity-fast_food: 10,shop-supermarket: 4,shop-hairdresser: 4,amenity-place_of_worship: 4,395,1641,17
user_141,amenity-place_of_worship: 3,leisure-park: 1,,,,81,474,6
user_142,amenity-university: 3,leisure-garden: 3,leisure-park: 3,leisure-pitch: 3,amenity-college: 3,94,431,4
user_143,shop-supermarket: 4,amenity-cafe: 3,amenity-fast_food: 3,amenity-pharmacy: 2,leisure-playground: 2,417,1692,19
user_144,amenity-fast_food: 4,shop-supermarket: 3,leisure-park: 2,shop-car_repair: 1,tourism-artwork: 1,238,904,6
user_145,amenity-pharmacy: 4,amenity-fast_food: 3,amenity-doctors: 2,shop-supermarket: 2,amenity-hospital: 2,117,632,9
user_146,leisure-park: 3,leisure-playground: 1,amenity-kindergarten: 1,leisure-pitch: 1,leisure-sports_centre: 1,128,730,9
user_147,tourism-artwork: 7,leisure-park: 5,amenity-bar: 3,amenity-nightclub: 3,amenity-pub: 2,352,1971,26
user_148,leisure-park: 2,amenity-school: 1,leisure-playground: 1,,,82,607,4
user_149,shop-car_repair: 2,amenity-place_of_worship: 2,amenity-restaurant: 1,amenity-school: 1,amenity-pharmacy: 1,28,161,3
user_150,amenity-fast_food: 9,amenity-cafe: 7,shop-supermarket: 4,amenity-bank: 4,amenity-restaurant: 3,176,441,7
user_151,leisure-park: 1,,,,,44,226,5
user_152,leisure-garden: 14,leisure-park: 3,shop-supermarket: 3,amenity-theatre: 2,historic-memorial: 2,376,1829,24
user_153,leisure-swimming_pool: 5,natural-wood: 1,leisure-garden: 1,leisure-park: 1,,65,455,7
user_154,amenity-restaurant: 3,amenity-cafe: 3,leisure-garden: 3,amenity-university: 2,leisure-park: 2,62,349,6
user_155,amenity-fast_food: 7,natural-wood: 3,amenity-bank: 3,shop-hairdresser: 3,shop-supermarket: 2,192,1006,19
user_156,leisure-garden: 29,amenity-place_of_worship: 2,amenity-school: 1,leisure-escape_game: 1,,116,579,8
user_157,amenity-school: 1,amenity-hospital: 1,amenity-clinic: 1,amenity-pharmacy: 1,,178,1538,7
user_158,tourism-artwork: 20,amenity-cinema: 2,amenity-restaurant: 1,shop-hairdresser: 1,amenity-school: 1,120,661,12
user_159,amenity-school: 1,amenity-police: 1,,,,92,478,5
user_160,leisure-pitch: 1,,,,,37,168,2
user_161,amenity-fast_food: 5,amenity-pharmacy: 4,amenity-doctors: 2,tourism-artwork: 2,amenity-place_of_worship: 1,294,999,10
user_162,amenity-place_of_worship: 1,shop-car_repair: 1,amenity-school: 1,,,106,544,4
user_163,amenity-pub: 2,amenity-bank: 2,leisure-garden: 1,shop-department_store: 1,amenity-fast_food: 1,46,448,8
user_164,natural-wood: 3,shop-supermarket: 1,leisure-park: 1,leisure-sports_centre: 1,leisure-playground: 1,141,750,10
user_165,amenity-restaurant: 3,amenity-cafe: 2,leisure-water_park: 2,shop-beauty: 1,,38,145,3
user_166,amenity-school: 4,shop-convenience: 2,natural-wood: 2,shop-supermarket: 1,amenity-community_centre: 1,285,1462,12
user_167,tourism-artwork: 17,amenity-restaurant: 8,leisure-garden: 7,amenity-pub: 6,amenity-cafe: 5,392,2152,29
user_168,shop-supermarket: 5,amenity-college: 2,amenity-pub: 2,amenity-cafe: 2,amenity-school: 2,106,642,12
user_169,shop-car_repair: 5,natural-wood: 2,,,,18,75,2
user_170,amenity-school: 5,amenity-pharmacy: 4,amenity-fast_food: 4,shop-convenience: 2,tourism-artwork: 2,233,995,15
user_171,shop-hairdresser: 5,shop-car_repair: 4,amenity-cafe: 4,amenity-restaurant: 4,natural-wood: 4,254,1031,15
user_172,leisure-park: 2,shop-supermarket: 1,amenity-place_of_worship: 1,amenity-doctors: 1,amenity-pub: 1,179,562,8
user_173,tourism-artwork: 8,amenity-restaurant: 3,historic-memorial: 3,amenity-pub: 2,leisure-garden: 2,237,560,12
user_174,amenity-fast_food: 6,amenity-bar: 4,shop-hairdresser: 3,shop-car_repair: 3,leisure-park: 2,201,1561,12
user_175,amenity-fast_food: 6,historic-memorial: 5,shop-confectionery: 3,amenity-school: 2,shop-car_repair: 2,131,746,9
user_176,leisure-park: 4,shop-supermarket: 4,shop-hairdresser: 4,amenity-cafe: 4,shop-beauty: 3,283,822,10
user_177,leisure-garden: 13,amenity-school: 4,leisure-pitch: 2,natural-wood: 2,historic-memorial: 1,146,544,9
user_178,shop-confectionery: 5,shop-supermarket: 4,shop-hairdresser: 4,amenity-fast_food: 4,shop-convenience: 3,407,2966,17
user_179,amenity-place_of_worship: 3,amenity-school: 2,leisure-park: 2,amenity-fast_food: 2,natural-wood: 1,126,507,4
user_180,amenity-doctors: 6,leisure-park: 3,amenity-school: 3,shop-supermarket: 2,amenity-restaurant: 2,248,906,14
user_181,shop-supermarket: 5,amenity-pharmacy: 4,amenity-fast_food: 3,shop-furniture: 2,amenity-school: 1,128,789,9
user_182,amenity-hospital: 2,amenity-cafe: 1,,,,130,411,6
user_183,shop-supermarket: 5,leisure-park: 3,amenity-school: 3,amenity-fast_food: 3,natural-wood: 2,271,1614,30
user_184,shop-car_repair: 8,amenity-fast_food: 6,amenity-pub: 4,amenity-school: 4,shop-supermarket: 2,188,1407,19
user_185,amenity-fast_food: 4,amenity-school: 3,shop-supermarket: 3,amenity-doctors: 2,leisure-garden: 1,112,733,9
user_186,leisure-garden: 1,amenity-school: 1,,,,23,155,4
user_187,amenity-cafe: 3,amenity-fast_food: 3,shop-furniture: 2,shop-hairdresser: 1,shop-convenience: 1,104,742,6
user_188,amenity-fast_food: 6,shop-convenience: 3,amenity-pharmacy: 1,amenity-dentist: 1,amenity-bank: 1,207,1018,14
user_189,amenity-school: 1,shop-convenience: 1,amenity-kindergarten: 1,amenity-pub: 1,shop-supermarket: 1,56,252,5
user_190,shop-supermarket: 4,amenity-fast_food: 3,historic-memorial: 2,amenity-pub: 1,amenity-restaurant: 1,251,1161,13
user_191,amenity-fast_food: 3,amenity-school: 2,amenity-place_of_worship: 2,leisure-park: 2,natural-wood: 1,117,1086,7
user_192,tourism-attraction: 10,shop-hairdresser: 3,shop-supermarket: 3,leisure-pitch: 2,amenity-college: 1,275,987,16
user_193,amenity-restaurant: 11,amenity-fast_food: 9,shop-hairdresser: 8,amenity-cafe: 5,shop-confectionery: 5,302,1541,18
user_194,shop-supermarket: 2,amenity-place_of_worship: 1,shop-convenience: 1,leisure-adult_gaming_centre: 1,amenity-fast_food: 1,197,1114,10
user_195,amenity-pub: 2,amenity-place_of_worship: 1,leisure-park: 1,leisure-stadium: 1,leisure-pitch: 1,77,339,9
user_196,amenity-restaurant: 7,amenity-pub: 4,amenity-fast_food: 4,shop-convenience: 2,shop-supermarket: 2,371,1988,10
user_197,amenity-restaurant: 9,leisure-pitch: 5,amenity-pub: 5,amenity-school: 4,shop-supermarket: 3,399,2370,25
user_198,amenity-fast_food: 14,amenity-school: 4,leisure-park: 4,amenity-place_of_worship: 4,shop-supermarket: 3,390,1045,22
user_199,office-university: 3,amenity-university: 1,,,,20,154,2
user_200,,,,,,44,286,1
user_201,amenity-fast_food: 16,amenity-cafe: 5,shop-bakery: 5,amenity-restaurant: 3,leisure-swimming_pool: 3,378,2782,20
user_202,leisure-garden: 7,,,,,99,493,7
user_203,amenity-school: 1,leisure-park: 1,amenity-university: 1,amenity-theatre: 1,amenity-townhall: 1,65,354,7
user_204,leisure-garden: 46,amenity-school: 3,natural-wood: 2,amenity-university: 1,,61,319,4
user_205,amenity-school: 3,amenity-bank: 3,leisure-pitch: 2,amenity-pharmacy: 2,shop-supermarket: 2,259,1302,11
user_206,amenity-fast_food: 4,amenity-bank: 2,amenity-restaurant: 2,shop-supermarket: 1,shop-car_repair: 1,65,557,11
user_207,amenity-fast_food: 1,amenity-restaurant: 1,amenity-school: 1,amenity-place_of_worship: 1,amenity-pub: 1,38,253,4
user_208,leisure-park: 2,shop-supermarket: 1,amenity-pub: 1,shop-car_repair: 1,amenity-fast_food: 1,97,371,7
user_209,office-university: 3,amenity-university: 1,,,,12,77,2
user_210,amenity-school: 3,amenity-cafe: 2,amenity-fast_food: 2,leisure-pitch: 2,shop-supermarket: 2,113,477,9
user_211,amenity-restaurant: 10,amenity-place_of_worship: 5,amenity-fast_food: 5,shop-hairdresser: 5,shop-confectionery: 4,213,804,11
user_212,amenity-restaurant: 2,shop-supermarket: 1,craft-brewery: 1,shop-bakery: 1,amenity-pharmacy: 1,52,317,6
user_213,leisure-garden: 20,amenity-college: 2,leisure-park: 2,amenity-pub: 1,leisure-stadium: 1,104,540,6
user_214,leisure-garden: 9,amenity-fast_food: 7,amenity-restaurant: 7,amenity-cafe: 6,shop-department_store: 4,206,671,13
user_215,amenity-restaurant: 10,leisure-park: 4,tourism-artwork: 3,amenity-cafe: 2,amenity-fast_food: 2,162,824,16
user_216,amenity-school: 4,amenity-place_of_worship: 3,amenity-doctors: 2,amenity-pharmacy: 2,shop-supermarket: 2,185,1109,18
user_217,leisure-garden: 220,shop-supermarket: 2,amenity-pharmacy: 1,amenity-school: 1,,210,781,15
user_218,tourism-artwork: 16,leisure-park: 2,amenity-cafe: 2,amenity-fast_food: 2,leisure-sports_centre: 1,93,496,7
user_219,shop-supermarket: 5,amenity-pharmacy: 2,leisure-sports_centre: 2,amenity-fast_food: 2,shop-hairdresser: 2,169,776,16
user_220,leisure-garden: 35,amenity-restaurant: 6,amenity-cafe: 4,shop-hairdresser: 3,amenity-place_of_worship: 2,249,1361,22
user_221,amenity-school: 2,amenity-place_of_worship: 1,shop-convenience: 1,leisure-park: 1,natural-wood: 1,37,172,4
user_222,amenity-fast_food: 8,shop-supermarket: 2,shop-beauty: 2,amenity-bank: 2,shop-confectionery: 1,130,384,9
user_223,leisure-garden: 85,amenity-fast_food: 4,shop-hairdresser: 2,shop-car_repair: 1,shop-convenience: 1,177,1134,7
user_224,shop-hairdresser: 6,shop-convenience: 4,amenity-fast_food: 3,amenity-cafe: 2,amenity-restaurant: 2,68,402,8
user_225,,,,,,128,405,3
user_226,amenity-park: 1,leisure-park: 1,amenity-bank: 1,shop-supermarket: 1,amenity-cafe: 1,156,1002,11
user_227,amenity-pub: 1,amenity-cafe: 1,amenity-place_of_worship: 1,leisure-stadium: 1,leisure-track: 1,35,164,4
user_228,amenity-nightclub: 5,shop-car_repair: 2,shop-convenience: 2,leisure-park: 2,leisure-playground: 2,94,492,9
user_229,leisure-pitch: 2,leisure-park: 2,amenity-restaurant: 2,amenity-doctors: 1,amenity-school: 1,221,2014,13
user_230,shop-car_repair: 7,amenity-fast_food: 3,amenity-place_of_worship: 2,shop-supermarket: 1,leisure-park: 1,148,953,8
user_231,amenity-bank: 3,amenity-bar: 3,amenity-cafe: 2,amenity-townhall: 1,amenity-pub: 1,188,982,4
user_232,,,,,,35,114,2
user_233,amenity-fast_food: 14,amenity-restaurant: 10,shop-hairdresser: 10,amenity-cafe: 9,amenity-pharmacy: 5,327,1271,23
user_234,shop-convenience: 3,shop-confectionery: 2,amenity-cafe: 2,amenity-nightclub: 1,amenity-kindergarten: 1,51,460,5
user_235,amenity-pharmacy: 1,shop-supermarket: 1,shop-hairdresser: 1,,,164,1259,4
user_236,,,,,,14,62,2
user_237,leisure-sports_centre: 3,amenity-school: 2,amenity-place_of_worship: 1,leisure-park: 1,tourism-artwork: 1,120,862,12
user_238,amenity-place_of_worship: 2,leisure-sports_centre: 1,tourism-artwork: 1,,,127,495,7
user_239,amenity-courthouse: 4,shop-convenience: 2,shop-hairdresser: 1,leisure-garden: 1,amenity-pub: 1,165,706,10
user_240,shop-hairdresser: 3,amenity-fast_food: 2,amenity-cafe: 2,shop-supermarket: 2,leisure-stadium: 1,99,779,16
user_241,amenity-school: 2,,,,,148,525,2
user_242,natural-wood: 2,leisure-park: 1,leisure-garden: 1,,,189,683,4
user_243,amenity-fast_food: 12,amenity-cafe: 9,amenity-school: 7,shop-hairdresser: 6,amenity-place_of_worship: 5,356,2455,28
user_244,leisure-pitch: 11,leisure-swimming_pool: 2,shop-supermarket: 1,leisure-fitness_centre: 1,,41,240,5
user_245,leisure-park: 1,amenity-cafe: 1,tourism-artwork: 1,amenity-place_of_worship: 1,,17,149,2
user_246,amenity-cafe: 2,shop-supermarket: 2,amenity-college: 2,shop-convenience: 1,shop-hairdresser: 1,97,679,11
user_247,amenity-school: 3,amenity-place_of_worship: 3,leisure-park: 3,shop-car_repair: 2,amenity-pub: 1,235,772,9
user_248,leisure-garden: 10,amenity-community_centre: 3,leisure-park: 2,leisure-swimming_pool: 1,tourism-artwork: 1,279,2143,18
user_249,leisure-garden: 7,amenity-place_of_worship: 3,amenity-school: 2,shop-car_repair: 1,shop-supermarket: 1,171,1254,13
user_250,leisure-park: 1,,,,,53,275,6
user_251,amenity-school: 3,amenity-place_of_worship: 2,leisure-pitch: 2,amenity-restaurant: 2,amenity-pharmacy: 2,68,555,6
