user_id,tag_1,tag_2,tag_3,tag_4,tag_5,num_trajectories,num_stay_points,num_clusters
user_893,shop-hairdresser: 4,amenity-bar: 3,shop-furniture: 3,amenity-school: 1,amenity-cafe: 1,86,458,4
user_894,amenity-restaurant: 4,leisure-park: 2,leisure-playground: 1,amenity-bank: 1,shop-beauty: 1,72,428,8
user_895,shop-hairdresser: 5,shop-confectionery: 2,shop-convenience: 2,amenity-place_of_worship: 1,shop-supermarket: 1,51,156,3
user_896,leisure-park: 3,shop-hairdresser: 2,amenity-bar: 2,amenity-townhall: 2,amenity-cafe: 2,51,212,4
user_897,leisure-swimming_pool: 2,amenity-school: 1,leisure-pitch: 1,amenity-hospital: 1,,22,124,3
user_898,,,,,,19,153,4
user_899,shop-supermarket: 2,tourism-artwork: 1,amenity-pharmacy: 1,,,83,232,5
user_900,leisure-park: 5,leisure-garden: 3,shop-beauty: 2,amenity-university: 1,amenity-restaurant: 1,44,260,4
user_901,amenity-restaurant: 4,amenity-bar: 1,amenity-pub: 1,amenity-pharmacy: 1,amenity-college: 1,46,435,5
user_902,shop-hardware: 3,amenity-restaurant: 3,shop-furniture: 3,shop-hairdresser: 2,leisure-park: 2,86,508,8
user_903,leisure-garden: 40,amenity-restaurant: 2,shop-furniture: 1,shop-supermarket: 1,amenity-pub: 1,36,176,6
user_904,amenity-bar: 8,amenity-restaurant: 2,amenity-pub: 2,amenity-hospital: 1,amenity-bank: 1,102,241,5
user_905,shop-hairdresser: 7,shop-bakery: 6,shop-confectionery: 5,shop-convenience: 4,amenity-bank: 3,99,536,10
user_906,leisure-fitness_centre: 1,amenity-cafe: 1,amenity-pharmacy: 1,amenity-restaurant: 1,shop-convenience: 1,32,179,5
user_907,amenity-restaurant: 7,amenity-bar: 6,amenity-bank: 4,shop-furniture: 3,amenity-place_of_worship: 2,96,425,8
user_908,amenity-fast_food: 5,shop-hairdresser: 4,shop-department_store: 3,amenity-bank: 2,shop-supermarket: 2,91,257,6
user_909,amenity-restaurant: 1,,,,,94,372,2
user_910,amenity-pharmacy: 1,tourism-artwork: 1,,,,30,139,3
user_911,shop-supermarket: 2,leisure-garden: 1,amenity-place_of_worship: 1,shop-beauty: 1,shop-bakery: 1,43,214,4
user_912,amenity-school: 2,tourism-artwork: 1,leisure-park: 1,amenity-place_of_worship: 1,shop-convenience: 1,77,293,6
user_913,shop-confectionery: 5,shop-furniture: 5,shop-hairdresser: 4,amenity-marketplace: 4,amenity-restaurant: 3,59,302,8
user_914,amenity-restaurant: 6,shop-hairdresser: 3,amenity-fast_food: 3,amenity-pharmacy: 3,amenity-school: 2,96,407,9
user_915,amenity-courthouse: 1,leisure-garden: 1,shop-bakery: 1,,,41,158,2
user_916,amenity-marketplace: 6,shop-convenience: 3,shop-bakery: 3,leisure-stadium: 2,leisure-playground: 1,19,134,4
user_917,amenity-hospital: 2,leisure-park: 2,amenity-fast_food: 1,,,62,469,6
user_918,amenity-school: 1,leisure-pitch: 1,,,,20,117,2
user_919,leisure-sports_centre: 2,amenity-kindergarten: 1,amenity-restaurant: 1,amenity-clinic: 1,leisure-park: 1,59,336,5
user_920,amenity-cafe: 2,shop-confectionery: 2,leisure-garden: 1,amenity-bar: 1,amenity-townhall: 1,48,152,4
user_921,leisure-swimming_pool: 1,leisure-playground: 1,leisure-pitch: 1,leisure-sports_centre: 1,,96,370,2
user_922,amenity-bar: 3,leisure-sports_centre: 1,leisure-swimming_pool: 1,amenity-school: 1,leisure-garden: 1,41,276,5
user_923,amenity-school: 1,leisure-pitch: 1,,,,25,144,2
user_924,amenity-bar: 6,shop-hairdresser: 4,amenity-bank: 4,shop-bakery: 3,shop-confectionery: 3,98,637,12
user_925,amenity-restaurant: 4,amenity-bank: 3,shop-bakery: 3,amenity-cafe: 2,historic-monument: 2,47,228,7
user_926,amenity-school: 2,amenity-kindergarten: 1,leisure-track: 1,leisure-swimming_pool: 1,leisure-playground: 1,93,343,5
user_927,,,,,,12,12,0
user_928,shop-bakery: 4,shop-hairdresser: 4,amenity-bar: 3,amenity-school: 2,shop-hardware: 1,96,447,8
user_929,amenity-bar: 5,amenity-bank: 3,amenity-pharmacy: 2,amenity-pub: 2,shop-bakery: 2,49,245,5
user_930,,,,,,59,292,3
user_931,shop-furniture: 3,amenity-bank: 2,shop-beauty: 2,amenity-casino: 1,amenity-cafe: 1,65,306,5
user_932,leisure-garden: 1,amenity-bank: 1,,,,39,299,6
user_933,leisure-fitness_centre: 2,amenity-hospital: 2,amenity-courthouse: 1,amenity-cafe: 1,leisure-pitch: 1,65,366,7
user_934,amenity-bar: 5,amenity-restaurant: 5,amenity-pub: 4,shop-bakery: 3,shop-supermarket: 1,97,409,6
user_935,leisure-pitch: 4,amenity-school: 3,leisure-park: 2,shop-confectionery: 1,amenity-theatre: 1,27,137,3
user_936,leisure-garden: 7,amenity-school: 1,shop-supermarket: 1,shop-convenience: 1,amenity-cafe: 1,96,385,8
user_937,amenity-school: 1,leisure-park: 1,amenity-theatre: 1,leisure-pitch: 1,shop-confectionery: 1,21,143,3
user_938,shop-hairdresser: 3,shop-confectionery: 2,shop-convenience: 2,shop-hardware: 1,amenity-bar: 1,87,432,5
user_939,shop-hairdresser: 5,leisure-park: 4,amenity-cafe: 4,amenity-bank: 3,shop-supermarket: 2,79,370,11
user_940,amenity-restaurant: 10,amenity-pub: 3,amenity-nightclub: 2,historic-memorial: 1,tourism-attraction: 1,74,350,5
user_941,amenity-cafe: 7,amenity-restaurant: 7,leisure-pitch: 6,amenity-bar: 5,shop-hairdresser: 5,72,393,9
user_942,shop-hairdresser: 6,amenity-restaurant: 5,leisure-park: 4,shop-confectionery: 4,shop-convenience: 3,92,799,8
user_943,shop-furniture: 3,leisure-pitch: 3,shop-bakery: 2,shop-hairdresser: 2,amenity-restaurant: 1,63,422,5
user_944,leisure-pitch: 4,shop-hairdresser: 4,amenity-bank: 3,amenity-school: 2,amenity-pharmacy: 2,67,329,10
user_945,leisure-park: 5,leisure-pitch: 3,leisure-sports_centre: 2,amenity-school: 2,amenity-bank: 2,96,501,9
user_946,leisure-pitch: 3,leisure-swimming_pool: 1,amenity-school: 1,amenity-theatre: 1,amenity-pharmacy: 1,14,73,3
user_947,leisure-pitch: 3,amenity-school: 2,amenity-bar: 2,amenity-cafe: 1,shop-bakery: 1,76,335,7
user_948,amenity-restaurant: 4,leisure-park: 1,amenity-cafe: 1,natural-wood: 1,,33,296,3
user_949,leisure-park: 2,shop-hairdresser: 2,shop-furniture: 2,amenity-bar: 1,amenity-restaurant: 1,87,447,8
user_950,,,,,,42,119,1
user_951,amenity-fast_food: 1,,,,,39,150,2
user_952,leisure-park: 1,,,,,92,331,4
user_953,amenity-restaurant: 2,amenity-bar: 1,,,,74,280,3
user_954,leisure-pitch: 3,leisure-swimming_pool: 1,leisure-park: 1,amenity-school: 1,amenity-bar: 1,38,225,5
user_955,amenity-school: 1,,,,,37,148,2
user_956,amenity-bank: 2,amenity-townhall: 1,amenity-cinema: 1,shop-beauty: 1,,26,96,1
user_957,amenity-cafe: 3,amenity-fast_food: 2,natural-wood: 1,amenity-pub: 1,,94,263,4
user_958,amenity-cafe: 6,amenity-pub: 4,shop-convenience: 2,amenity-restaurant: 2,amenity-bank: 2,94,601,12
user_959,amenity-restaurant: 4,tourism-artwork: 4,amenity-pub: 3,amenity-cafe: 3,shop-convenience: 3,75,468,10
user_960,amenity-fast_food: 10,amenity-university: 6,amenity-cafe: 5,leisure-park: 3,amenity-pub: 3,92,622,16
user_961,amenity-fast_food: 5,amenity-school: 3,leisure-park: 1,leisure-playground: 1,tourism-artwork: 1,44,203,4
user_962,leisure-pitch: 2,leisure-park: 2,amenity-bar: 2,leisure-playground: 2,natural-wood: 1,59,340,7
user_963,natural-wood: 3,amenity-restaurant: 2,amenity-school: 1,,,72,342,8
user_964,amenity-restaurant: 7,amenity-fast_food: 6,shop-beauty: 6,amenity-cafe: 5,amenity-pharmacy: 2,64,207,3
user_965,amenity-fast_food: 5,shop-convenience: 3,amenity-restaurant: 2,amenity-pharmacy: 2,amenity-doctors: 1,32,128,5
user_966,amenity-restaurant: 2,amenity-cafe: 2,leisure-park: 1,leisure-playground: 1,,54,158,3
user_967,amenity-pub: 2,amenity-cafe: 1,amenity-restaurant: 1,shop-beauty: 1,shop-confectionery: 1,26,130,3
user_968,amenity-cafe: 6,historic-monument: 2,shop-hairdresser: 2,leisure-park: 2,leisure-playground: 1,91,289,7
user_969,amenity-restaurant: 7,amenity-cafe: 5,amenity-bar: 4,shop-bakery: 2,amenity-marketplace: 1,80,211,3
user_970,amenity-school: 3,leisure-park: 2,leisure-swimming_pool: 1,leisure-playground: 1,leisure-pitch: 1,93,466,6
user_971,leisure-pitch: 3,shop-hairdresser: 1,amenity-school: 1,amenity-theatre: 1,shop-furniture: 1,54,277,5
user_972,,,,,,10,27,0
user_973,amenity-school: 2,leisure-playground: 1,shop-car_repair: 1,shop-confectionery: 1,leisure-pitch: 1,93,546,8
user_974,office-university: 4,amenity-university: 1,,,,92,534,6
user_975,amenity-pub: 2,leisure-park: 1,shop-supermarket: 1,amenity-university: 1,amenity-place_of_worship: 1,91,449,9
user_976,amenity-restaurant: 7,amenity-bar: 5,shop-hairdresser: 4,amenity-bank: 3,amenity-cafe: 3,61,425,8
user_977,shop-bakery: 2,amenity-clinic: 1,shop-hairdresser: 1,amenity-bar: 1,,25,146,4
user_978,amenity-restaurant: 2,shop-furniture: 1,amenity-community_centre: 1,amenity-school: 1,amenity-college: 1,64,379,5
user_979,amenity-school: 2,leisure-park: 2,amenity-place_of_worship: 2,amenity-pharmacy: 2,tourism-artwork: 2,79,358,9
user_980,shop-supermarket: 1,amenity-restaurant: 1,leisure-swimming_pool: 1,,,78,385,6
user_981,amenity-school: 3,amenity-bank: 3,amenity-pharmacy: 2,shop-beauty: 2,amenity-cafe: 2,36,185,6
user_982,leisure-garden: 2,amenity-school: 2,leisure-park: 1,shop-hardware: 1,shop-bakery: 1,38,155,3
user_983,amenity-place_of_worship: 4,amenity-school: 3,leisure-park: 2,shop-supermarket: 1,amenity-cafe: 1,86,749,18
user_984,leisure-pitch: 4,amenity-school: 2,leisure-park: 1,amenity-theatre: 1,shop-confectionery: 1,55,306,6
user_985,office-university: 2,leisure-park: 2,amenity-university: 1,leisure-pitch: 1,,84,511,7
user_986,amenity-fast_food: 11,amenity-cafe: 7,shop-confectionery: 4,amenity-restaurant: 4,shop-department_store: 3,80,564,6
user_987,amenity-fast_food: 6,amenity-bank: 4,shop-car_repair: 3,amenity-restaurant: 3,shop-convenience: 3,76,451,8
user_988,leisure-park: 3,amenity-university: 2,amenity-pub: 2,amenity-clinic: 1,amenity-place_of_worship: 1,60,246,5
user_989,amenity-fast_food: 8,amenity-place_of_worship: 3,shop-hairdresser: 3,amenity-restaurant: 2,shop-supermarket: 2,79,393,8
user_990,amenity-school: 2,leisure-park: 1,leisure-sports_centre: 1,leisure-track: 1,,79,283,5
user_991,amenity-school: 3,amenity-place_of_worship: 1,shop-supermarket: 1,,,53,212,6
user_992,leisure-park: 2,amenity-hospital: 1,amenity-park: 1,amenity-nightclub: 1,shop-convenience: 1,46,196,3
user_993,leisure-sports_centre: 2,leisure-park: 1,amenity-place_of_worship: 1,amenity-dentist: 1,amenity-cinema: 1,59,281,3
user_994,leisure-garden: 45,tourism-artwork: 3,amenity-restaurant: 3,amenity-place_of_worship: 2,leisure-park: 1,74,230,5
user_995,amenity-school: 7,leisure-park: 1,natural-wood: 1,amenity-place_of_worship: 1,,71,548,16
user_996,amenity-fast_food: 5,amenity-cafe: 4,shop-convenience: 3,amenity-restaurant: 3,shop-confectionery: 2,66,217,4
user_997,leisure-park: 3,amenity-university: 2,leisure-sports_centre: 1,leisure-garden: 1,,37,182,3
user_998,amenity-fast_food: 5,amenity-pub: 2,shop-furniture: 2,tourism-artwork: 1,amenity-college: 1,63,205,5
user_999,amenity-school: 1,,,,,38,259,2
user_1000,tourism-artwork: 2,shop-supermarket: 1,leisure-garden: 1,amenity-bar: 1,,61,224,3
user_1001,amenity-dentist: 1,amenity-doctors: 1,leisure-playground: 1,craft-brewery: 1,amenity-pub: 1,61,373,5
user_1002,amenity-doctors: 1,,,,,55,404,4
user_1003,amenity-restaurant: 3,tourism-artwork: 2,shop-hairdresser: 1,shop-convenience: 1,leisure-park: 1,41,199,5
user_1004,amenity-restaurant: 2,amenity-college: 1,shop-supermarket: 1,amenity-place_of_worship: 1,tourism-artwork: 1,35,202,7
user_1005,leisure-swimming_pool: 3,shop-supermarket: 1,,,,59,217,5
user_1006,leisure-park: 1,shop-tattoo: 1,leisure-sports_centre: 1,,,40,163,5
user_1007,amenity-place_of_worship: 4,amenity-pub: 2,shop-car_repair: 2,shop-convenience: 1,,61,467,6
user_1008,leisure-garden: 1,amenity-school: 1,leisure-park: 1,,,32,125,3
user_1009,amenity-place_of_worship: 1,,,,,26,119,2
user_1010,amenity-fast_food: 4,shop-convenience: 3,amenity-place_of_worship: 2,shop-confectionery: 2,amenity-bank: 2,60,146,3
user_1011,amenity-fast_food: 3,shop-hairdresser: 2,amenity-school: 2,leisure-park: 1,leisure-playground: 1,36,148,4
user_1012,shop-supermarket: 1,leisure-park: 1,,,,18,124,3
user_1013,shop-supermarket: 4,amenity-fast_food: 3,amenity-restaurant: 2,amenity-school: 1,amenity-pub: 1,38,282,8
user_1014,amenity-pub: 1,shop-supermarket: 1,amenity-cafe: 1,,,52,223,5
user_1015,leisure-garden: 7,amenity-kindergarten: 1,amenity-fast_food: 1,,,58,254,5
user_1016,leisure-garden: 43,amenity-school: 1,amenity-cafe: 1,,,42,250,4
user_1017,amenity-place_of_worship: 2,amenity-restaurant: 2,shop-furniture: 1,amenity-school: 1,shop-convenience: 1,38,151,6
user_1018,amenity-restaurant: 2,leisure-garden: 1,amenity-cinema: 1,leisure-sports_centre: 1,amenity-dentist: 1,41,276,5
user_1019,leisure-park: 1,amenity-college: 1,amenity-restaurant: 1,,,28,92,3
user_1020,shop-hairdresser: 2,amenity-pharmacy: 2,shop-convenience: 2,shop-supermarket: 1,amenity-cafe: 1,42,170,4
user_1021,shop-supermarket: 1,,,,,58,161,2
user_1022,leisure-park: 1,,,,,37,247,4
user_1023,leisure-park: 1,amenity-bank: 1,amenity-cafe: 1,shop-hardware: 1,amenity-school: 1,47,305,5
user_1024,amenity-dentist: 2,amenity-school: 1,amenity-doctors: 1,,,46,166,4
user_1025,amenity-college: 2,amenity-university: 2,shop-car_repair: 1,,,29,209,7
user_1026,amenity-school: 1,amenity-pub: 1,,,,47,209,3
user_1027,leisure-park: 2,leisure-garden: 1,,,,21,140,4
user_1028,leisure-garden: 16,amenity-fast_food: 3,amenity-pharmacy: 2,amenity-college: 1,amenity-bank: 1,46,283,5
user_1029,amenity-police: 1,,,,,46,281,4
user_1030,,,,,,29,163,4
user_1031,leisure-sports_centre: 1,leisure-swimming_pool: 1,amenity-place_of_worship: 1,amenity-school: 1,,46,199,5
user_1032,amenity-fast_food: 8,shop-hairdresser: 3,amenity-bank: 2,leisure-fitness_centre: 1,amenity-bar: 1,43,315,8
user_1033,,,,,,39,150,1
user_1034,amenity-fast_food: 4,shop-supermarket: 2,shop-hairdresser: 2,shop-convenience: 2,amenity-school: 1,46,319,5
user_1035,tourism-artwork: 13,amenity-cinema: 1,amenity-fast_food: 1,amenity-studio: 1,,47,137,2
user_1036,amenity-restaurant: 1,,,,,46,253,2
user_1037,amenity-school: 3,amenity-place_of_worship: 1,shop-hairdresser: 1,leisure-park: 1,,43,289,8
user_1038,amenity-fast_food: 2,amenity-school: 1,amenity-college: 1,amenity-pub: 1,shop-hairdresser: 1,46,199,3
user_1039,leisure-park: 1,amenity-hospital: 1,,,,18,61,1
user_1040,leisure-park: 1,shop-supermarket: 1,natural-wood: 1,,,45,298,2
user_1041,office-university: 3,amenity-university: 1,,,,42,287,6
user_1042,shop-car_repair: 2,amenity-place_of_worship: 1,shop-convenience: 1,amenity-kindergarten: 1,,43,165,2
user_1043,,,,,,22,145,3
user_1044,amenity-restaurant: 3,amenity-school: 1,amenity-bar: 1,amenity-bank: 1,shop-hardware: 1,37,166,4
user_1045,amenity-school: 1,,,,,36,159,2
user_1046,tourism-artwork: 12,amenity-cafe: 2,amenity-fast_food: 2,shop-confectionery: 1,shop-convenience: 1,35,225,4
user_1047,amenity-university: 1,amenity-kindergarten: 1,leisure-pitch: 1,,,34,102,3
user_1048,tourism-artwork: 5,amenity-pub: 2,amenity-bank: 2,amenity-cafe: 2,leisure-park: 1,26,142,3
user_1049,amenity-place_of_worship: 2,leisure-park: 1,amenity-pub: 1,shop-convenience: 1,amenity-school: 1,26,192,5
user_1050,tourism-artwork: 5,amenity-fast_food: 1,amenity-veterinary: 1,,,26,189,2
user_1051,amenity-place_of_worship: 1,,,,,23,76,3
user_1052,leisure-garden: 1,leisure-park: 1,amenity-place_of_worship: 1,amenity-school: 1,shop-supermarket: 1,26,266,5
user_1053,amenity-restaurant: 3,amenity-fast_food: 3,amenity-cafe: 2,amenity-food_court: 1,amenity-bar: 1,25,145,2
