userID,timestamp,latitude,longitude,created_at,accuracy
5c254cf064b33bac22c66fa3,2019-02-17 15:13:01,53.384693145752,-1.49823701381683,2019-02-17 23:13:48,12.836
5c254cf064b33bac22c66fa3,2019-02-17 15:18:48,53.3846778869629,-1.49824357032776,2019-02-17 23:13:48,14.996
5c254cf064b33bac22c66fa3,2019-02-17 15:20:56,53.384220123291,-1.49794661998749,2019-02-17 23:13:48,15.399
5c254cf064b33bac22c66fa3,2019-02-17 15:21:18,53.3838653564453,-1.4980696439743,2019-02-17 23:13:48,17.217
5c254cf064b33bac22c66fa3,2019-02-17 15:21:38,53.3836631774902,-1.49780225753784,2019-02-17 23:13:48,16.585
5c254cf064b33bac22c66fa3,2019-02-17 15:21:58,53.3834114074707,-1.49780642986298,2019-02-17 23:13:48,15.8
5c254cf064b33bac22c66fa3,2019-02-17 15:22:19,53.3832702636719,-1.49803793430328,2019-02-17 23:13:48,25.915
5c254cf064b33bac22c66fa3,2019-02-17 15:22:39,53.3829956054688,-1.49805378913879,2019-02-17 23:13:48,17.25
5c254cf064b33bac22c66fa3,2019-02-17 15:22:59,53.3827819824219,-1.49819445610046,2019-02-17 23:13:48,26.004
5c254cf064b33bac22c66fa3,2019-02-17 15:23:20,53.3826370239258,-1.49809646606445,2019-02-17 23:13:48,24.81
5c254cf064b33bac22c66fa3,2019-02-17 15:23:40,53.3819541931152,-1.49758863449097,2019-02-17 23:13:48,77.576
5c254cf064b33bac22c66fa3,2019-02-17 15:24:00,53.3817901611328,-1.49729669094086,2019-02-17 23:13:48,33.26
5c254cf064b33bac22c66fa3,2019-02-17 15:24:21,53.3819236755371,-1.49678182601929,2019-02-17 23:13:48,17.393
5c254cf064b33bac22c66fa3,2019-02-17 15:24:42,53.3821067810059,-1.49654304981232,2019-02-17 23:13:48,28.55
5c254cf064b33bac22c66fa3,2019-02-17 15:25:48,53.3827857971191,-1.49598109722137,2019-02-17 23:13:48,15.09
5c254cf064b33bac22c66fa3,2019-02-17 15:26:09,53.3829383850098,-1.49587953090668,2019-02-17 23:13:48,27.655
5c254cf064b33bac22c66fa3,2019-02-17 15:26:31,53.3828544616699,-1.49597775936127,2019-02-17 23:13:48,77.6
5c254cf064b33bac22c66fa3,2019-02-17 15:28:01,53.383113861084,-1.49603402614594,2019-02-17 23:13:48,200
5c254cf064b33bac22c66fa3,2019-02-17 15:28:23,53.382453918457,-1.4947874546051,2019-02-17 23:13:48,699.999
5c254cf064b33bac22c66fa3,2019-02-17 15:28:43,53.3826332092285,-1.49601304531097,2019-02-17 23:13:48,15.434
5c254cf064b33bac22c66fa3,2019-02-17 15:42:10,53.3831367492676,-1.49401772022247,2019-02-17 23:13:48,600
5c254cf064b33bac22c66fa3,2019-02-17 15:42:32,53.382453918457,-1.4947874546051,2019-02-17 23:13:48,699.999
5c254cf064b33bac22c66fa3,2019-02-17 15:47:35,53.382625579834,-1.49601984024048,2019-02-17 23:13:48,41.728
5c254cf064b33bac22c66fa3,2019-02-17 15:57:27,53.3826065063477,-1.4959876537323,2019-02-17 23:13:48,15.981
5c254cf064b33bac22c66fa3,2019-02-17 16:01:12,53.3829116821289,-1.49609303474426,2019-02-17 23:13:48,22.293
5c254cf064b33bac22c66fa3,2019-02-17 16:03:04,53.3828201293945,-1.49609267711639,2019-02-17 23:13:48,26.16
5c254cf064b33bac22c66fa3,2019-02-17 16:03:24,53.3828125,-1.49586725234985,2019-02-17 23:13:48,28.593
5c254cf064b33bac22c66fa3,2019-02-17 16:04:05,53.3831367492676,-1.49401772022247,2019-02-17 23:13:48,600
5c254cf064b33bac22c66fa3,2019-02-17 16:04:25,53.3822212219238,-1.49632704257965,2019-02-17 23:13:48,47.465
5c254cf064b33bac22c66fa3,2019-02-17 16:04:46,53.3820457458496,-1.49664890766144,2019-02-17 23:13:48,17.083
5c254cf064b33bac22c66fa3,2019-02-17 16:05:09,53.3823471069336,-1.4979236125946,2019-02-17 23:13:48,116.1
5c254cf064b33bac22c66fa3,2019-02-17 16:05:48,53.3820915222168,-1.49775516986847,2019-02-17 23:13:48,77.836
5c254cf064b33bac22c66fa3,2019-02-17 16:06:08,53.3826026916504,-1.49825847148895,2019-02-17 23:13:48,16.955
5c254cf064b33bac22c66fa3,2019-02-17 16:06:30,53.3829307556152,-1.49819183349609,2019-02-17 23:13:48,30.171
5c254cf064b33bac22c66fa3,2019-02-17 16:06:51,53.3832244873047,-1.49793434143066,2019-02-17 23:13:48,34.222
5c254cf064b33bac22c66fa3,2019-02-17 16:07:12,53.3831787109375,-1.49800777435303,2019-02-17 23:13:48,23.757
5c254cf064b33bac22c66fa3,2019-02-17 16:07:34,53.3834342956543,-1.49764585494995,2019-02-17 23:13:48,23.742
5c254cf064b33bac22c66fa3,2019-02-17 16:07:55,53.3836441040039,-1.49775004386902,2019-02-17 23:13:48,17.839
5c254cf064b33bac22c66fa3,2019-02-17 16:08:15,53.3840599060059,-1.49808287620544,2019-02-17 23:13:48,16.854
5c254cf064b33bac22c66fa3,2019-02-17 16:08:37,53.3841590881348,-1.49795043468475,2019-02-17 23:13:48,15.36
5c254cf064b33bac22c66fa3,2019-02-17 16:08:58,53.38427734375,-1.49792766571045,2019-02-17 23:13:48,16.003
5c254cf064b33bac22c66fa3,2019-02-17 16:09:19,53.3845176696777,-1.49784970283508,2019-02-17 23:13:48,16.145
5c254cf064b33bac22c66fa3,2019-02-17 16:09:42,53.3846740722656,-1.4979612827301,2019-02-17 23:13:48,24.074
5c254cf064b33bac22c66fa3,2019-02-17 16:10:05,53.3846855163574,-1.49826431274414,2019-02-17 23:13:48,16
5c254cf064b33bac22c66fa3,2019-02-17 18:39:57,53.3844146728516,-1.49854505062103,2019-02-17 23:13:48,17
5c254cf064b33bac22c66fa3,2019-02-17 18:40:13,53.3846092224121,-1.49812304973602,2019-02-17 23:13:48,6.518
5c254cf064b33bac22c66fa3,2019-02-17 18:40:29,53.3846130371094,-1.49790644645691,2019-02-17 23:13:48,6.44
5c254cf064b33bac22c66fa3,2019-02-17 18:40:44,53.3847389221191,-1.49779653549194,2019-02-17 23:13:48,7.083
5c254cf064b33bac22c66fa3,2019-02-17 18:41:00,53.3849334716797,-1.49754953384399,2019-02-17 23:13:48,6.354
5c254cf064b33bac22c66fa3,2019-02-17 18:41:15,53.3850784301758,-1.49741184711456,2019-02-17 23:13:48,6.136
5c254cf064b33bac22c66fa3,2019-02-17 18:41:31,53.3852310180664,-1.49725127220154,2019-02-17 23:13:48,5.912
5c254cf064b33bac22c66fa3,2019-02-17 18:41:47,53.3854103088379,-1.49702191352844,2019-02-17 23:13:48,6.182
5c254cf064b33bac22c66fa3,2019-02-17 18:42:02,53.3855819702148,-1.4968523979187,2019-02-17 23:13:48,6.877
5c254cf064b33bac22c66fa3,2019-02-17 18:42:17,53.3857688903809,-1.49666595458984,2019-02-17 23:13:48,6.158
5c254cf064b33bac22c66fa3,2019-02-17 18:42:33,53.3859443664551,-1.49646186828613,2019-02-17 23:13:48,5.82
5c254cf064b33bac22c66fa3,2019-02-17 18:42:48,53.3860473632813,-1.49618053436279,2019-02-17 23:13:48,5.875
5c254cf064b33bac22c66fa3,2019-02-17 18:43:04,53.3861236572266,-1.49591219425201,2019-02-17 23:13:48,6.321
5c254cf064b33bac22c66fa3,2019-02-17 18:43:20,53.3862609863281,-1.49565207958221,2019-02-17 23:13:48,6.106
5c254cf064b33bac22c66fa3,2019-02-17 18:43:35,53.3862228393555,-1.49548828601837,2019-02-17 23:13:48,6.484
5c254cf064b33bac22c66fa3,2019-02-17 18:43:50,53.3860702514648,-1.49517643451691,2019-02-17 23:13:48,5.877
5c254cf064b33bac22c66fa3,2019-02-17 18:44:07,53.3860549926758,-1.49493229389191,2019-02-17 23:13:48,7.137
5c254cf064b33bac22c66fa3,2019-02-17 18:44:22,53.3858413696289,-1.4947304725647,2019-02-17 23:13:48,6.351
5c254cf064b33bac22c66fa3,2019-02-17 18:44:43,53.3856582641602,-1.49454343318939,2019-02-17 23:13:48,13.471
5c254cf064b33bac22c66fa3,2019-02-17 18:45:03,53.385440826416,-1.49386084079742,2019-02-17 23:13:48,16.239
5c254cf064b33bac22c66fa3,2019-02-17 18:45:25,53.3852653503418,-1.4938098192215,2019-02-17 23:13:48,15.403
5c254cf064b33bac22c66fa3,2019-02-17 18:45:44,53.3853759765625,-1.49341785907745,2019-02-17 23:13:48,17.437
5c254cf064b33bac22c66fa3,2019-02-17 18:46:04,53.3852844238281,-1.49332118034363,2019-02-17 23:13:48,28.832
5c254cf064b33bac22c66fa3,2019-02-17 18:46:25,53.3850784301758,-1.49330699443817,2019-02-17 23:13:48,28.464
5c254cf064b33bac22c66fa3,2019-02-17 18:46:45,53.3851585388184,-1.49344420433044,2019-02-17 23:13:48,32.662
5c254cf064b33bac22c66fa3,2019-02-17 18:47:05,53.3851661682129,-1.49315631389618,2019-02-17 23:13:48,87.6
5c254cf064b33bac22c66fa3,2019-02-17 18:47:26,53.385009765625,-1.49313223361969,2019-02-17 23:13:48,149.6
5c254cf064b33bac22c66fa3,2019-02-17 18:47:47,53.3851661682129,-1.49315631389618,2019-02-17 23:13:48,116.1
5c254cf064b33bac22c66fa3,2019-02-17 18:49:08,53.3837051391602,-1.48937630653381,2019-02-17 23:13:48,87.6
5c254cf064b33bac22c66fa3,2019-02-17 18:49:50,53.3835868835449,-1.48917233943939,2019-02-17 23:13:48,15.412
5c254cf064b33bac22c66fa3,2019-02-17 18:50:11,53.3833236694336,-1.48871994018555,2019-02-17 23:13:48,17.422
5c254cf064b33bac22c66fa3,2019-02-17 18:50:51,53.3832931518555,-1.48866271972656,2019-02-17 23:13:48,76.015
5c254cf064b33bac22c66fa3,2019-02-17 18:51:12,53.3834648132324,-1.48879730701447,2019-02-17 23:13:48,116.1
5c254cf064b33bac22c66fa3,2019-02-17 18:52:54,53.3823890686035,-1.48581099510193,2019-02-17 23:13:48,50.015
5c254cf064b33bac22c66fa3,2019-02-17 18:53:14,53.3823471069336,-1.48545253276825,2019-02-17 23:13:48,16.864
5c254cf064b33bac22c66fa3,2019-02-17 18:53:36,53.382511138916,-1.48479127883911,2019-02-17 23:13:48,98.4
5c254cf064b33bac22c66fa3,2019-02-17 18:53:57,53.3824882507324,-1.48442196846008,2019-02-17 23:13:48,50.399
5c254cf064b33bac22c66fa3,2019-02-17 18:54:21,53.3824424743652,-1.48413956165314,2019-02-17 23:13:48,64.634
5c254cf064b33bac22c66fa3,2019-02-17 18:55:01,53.3823738098145,-1.4839996099472,2019-02-17 23:13:48,27.283
5c254cf064b33bac22c66fa3,2019-02-17 18:55:21,53.3821983337402,-1.48351275920868,2019-02-17 23:13:48,17.33
5c254cf064b33bac22c66fa3,2019-02-17 18:55:46,53.382022857666,-1.48346638679504,2019-02-17 23:13:48,33.577
5c254cf064b33bac22c66fa3,2019-02-17 18:56:22,53.3818435668945,-1.48314476013184,2019-02-17 23:13:48,17.391
5c254cf064b33bac22c66fa3,2019-02-17 18:56:42,53.3815155029297,-1.48317587375641,2019-02-17 23:13:48,50.307
5c254cf064b33bac22c66fa3,2019-02-17 18:57:03,53.381217956543,-1.48292982578278,2019-02-17 23:13:48,30.169
5c254cf064b33bac22c66fa3,2019-02-17 18:57:23,53.3811759948731,-1.48215436935425,2019-02-17 23:13:48,29.074
5c254cf064b33bac22c66fa3,2019-02-17 18:57:43,53.3811492919922,-1.48186421394348,2019-02-17 23:13:48,17.474
5c254cf064b33bac22c66fa3,2019-02-17 18:58:04,53.3813667297363,-1.48144578933716,2019-02-17 23:13:48,24.412
5c254cf064b33bac22c66fa3,2019-02-17 18:58:46,53.3816566467285,-1.48169136047363,2019-02-17 23:13:48,15.444
5c254cf064b33bac22c66fa3,2019-02-17 18:59:07,53.3817100524902,-1.48172235488892,2019-02-17 23:13:48,15.89
5c254cf064b33bac22c66fa3,2019-02-17 18:59:28,53.3817977905273,-1.48161709308624,2019-02-17 23:13:48,16.996
5c254cf064b33bac22c66fa3,2019-02-17 19:00:53,53.3817481994629,-1.48204064369202,2019-02-17 23:13:48,16.908
5c254cf064b33bac22c66fa3,2019-02-17 20:32:50,53.3817520141602,-1.48223805427551,2019-02-17 23:13:48,17.628
