id,userID,type,startDate,endDate,distanceTravelled,created_at,numberOfBriskChunks,steps,userChanged
5aa947d9d80161056a616cd0,59e730150e8674b6962e717a,0,2017-10-18 09:12:29,2017-10-18 09:41:39,0,2018-03-14 16:04:53,0,0,0
59e786220e8674b6962ea7bb,59e730150e8674b6962e717a,0,2017-10-18 12:54:07,2017-10-18 13:02:39,0,2017-10-18 17:49:39,0,0,0
59e786220e8674b6962ea7bd,59e730150e8674b6962e717a,0,2017-10-18 13:10:02,2017-10-18 13:51:10,0,2017-10-18 17:49:39,0,0,0
59ea21c30e8674b6962fa601,59e730150e8674b6962e717a,0,2017-10-19 09:33:47,2017-10-19 09:59:45,0,2017-10-20 17:18:12,0,0,0
59ea21c30e8674b6962fa608,59e730150e8674b6962e717a,0,2017-10-19 16:24:21,2017-10-19 16:41:55,0,2017-10-20 17:18:12,0,0,0
5a04918d0e8674b69643aca6,59e730150e8674b6962e717a,0,2017-11-01 09:06:58,2017-11-01 09:28:12,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acab,59e730150e8674b6962e717a,0,2017-11-01 18:01:46,2017-11-01 18:06:43,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acac,59e730150e8674b6962e717a,0,2017-11-01 18:12:59,2017-11-01 18:41:05,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acaf,59e730150e8674b6962e717a,0,2017-11-01 19:51:35,2017-11-01 20:19:11,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acb0,59e730150e8674b6962e717a,0,2017-11-01 20:14:21,2017-11-01 20:20:43,379.774743968328,2017-11-09 17:34:18,0,184,0
5a04918d0e8674b69643acbf,59e730150e8674b6962e717a,0,2017-11-04 15:44:34,2017-11-04 16:01:02,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acc5,59e730150e8674b6962e717a,0,2017-11-04 17:44:15,2017-11-04 17:50:18,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acc8,59e730150e8674b6962e717a,0,2017-11-04 18:42:53,2017-11-04 18:48:18,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acca,59e730150e8674b6962e717a,0,2017-11-05 08:47:20,2017-11-05 09:01:36,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acd1,59e730150e8674b6962e717a,0,2017-11-05 10:06:59,2017-11-05 10:31:22,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acdd,59e730150e8674b6962e717a,0,2017-11-05 14:19:16,2017-11-05 14:33:32,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ace7,59e730150e8674b6962e717a,0,2017-11-05 16:07:18,2017-11-05 16:27:44,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acf4,59e730150e8674b6962e717a,0,2017-11-06 08:58:30,2017-11-06 09:06:37,0,2017-11-09 17:34:18,0,274,0
5a04918d0e8674b69643acf5,59e730150e8674b6962e717a,0,2017-11-06 09:00:28,2017-11-06 09:35:42,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643acfe,59e730150e8674b6962e717a,0,2017-11-06 13:34:45,2017-11-06 13:41:09,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad04,59e730150e8674b6962e717a,0,2017-11-06 17:14:07,2017-11-06 18:04:01,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad10,59e730150e8674b6962e717a,0,2017-11-07 09:09:18,2017-11-07 09:32:42,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad11,59e730150e8674b6962e717a,0,2017-11-07 09:16:46,2017-11-07 09:18:53,1116.74126105049,2017-11-09 17:34:18,0,22,0
5a04918d0e8674b69643ad15,59e730150e8674b6962e717a,0,2017-11-07 12:01:20,2017-11-07 12:06:17,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad16,59e730150e8674b6962e717a,0,2017-11-07 12:17:45,2017-11-07 13:02:09,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad1b,59e730150e8674b6962e717a,0,2017-11-07 16:42:19,2017-11-07 17:02:13,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad1e,59e730150e8674b6962e717a,0,2017-11-07 18:29:47,2017-11-07 18:44:01,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad21,59e730150e8674b6962e717a,0,2017-11-08 09:06:23,2017-11-08 09:41:20,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad22,59e730150e8674b6962e717a,0,2017-11-08 09:15:33,2017-11-08 09:18:32,0,2017-11-09 17:34:18,0,101,0
5a04918d0e8674b69643ad26,59e730150e8674b6962e717a,0,2017-11-08 11:35:39,2017-11-08 11:41:50,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad2b,59e730150e8674b6962e717a,0,2017-11-08 13:45:00,2017-11-08 14:19:38,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad3f,59e730150e8674b6962e717a,0,2017-11-08 18:52:40,2017-11-08 19:21:51,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad42,59e730150e8674b6962e717a,0,2017-11-08 21:50:35,2017-11-08 22:09:37,0,2017-11-09 17:34:18,0,0,0
5a04918d0e8674b69643ad4e,59e730150e8674b6962e717a,0,2017-11-09 09:46:32,2017-11-09 10:06:38,0,2017-11-09 17:34:18,0,0,0
